Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,22.803333,22.840000,22.626667,22.786667,22.769339,39600
2019-04-02,22.576668,22.886667,22.576668,22.886667,22.869263,12300
2019-04-03,23.086666,23.143333,22.943333,23.020000,23.002495,30900
2019-04-04,22.969999,22.969999,22.096666,22.266666,22.249733,63600
2019-04-05,22.423332,22.446667,22.266666,22.303333,22.286371,38100
2019-04-08,22.200001,22.303333,22.010000,22.303333,22.286371,16800
2019-04-09,22.433332,22.469999,22.393333,22.416668,22.399620,10800
2019-04-10,22.570000,22.803333,22.566668,22.766666,22.749353,25800
2019-04-11,22.766666,22.926666,22.670000,22.920000,22.902571,86400
2019-04-12,23.020000,23.020000,22.823334,22.930000,22.912563,18000
2019-04-15,23.080000,23.123333,22.806667,23.006666,22.989172,20700
2019-04-16,23.163334,23.163334,22.746668,22.790001,22.772671,25800
2019-04-17,22.750000,22.770000,22.406668,22.463333,22.446251,26100
2019-04-18,22.356667,22.363333,22.026667,22.313334,22.296364,54900
2019-04-22,22.290001,22.850000,22.290001,22.850000,22.832623,483300
2019-04-23,22.953333,23.306667,22.953333,23.250000,23.232319,252900
2019-04-24,23.316668,23.473333,23.253332,23.276667,23.258966,65400
2019-04-25,23.283333,23.536667,23.213333,23.453333,23.435497,63300
2019-04-26,23.450001,23.730000,23.296667,23.730000,23.711952,40200
2019-04-29,23.806667,24.000000,23.776667,23.833332,23.815207,61500
2019-04-30,23.870001,23.986668,23.656668,23.930000,23.911802,45000
2019-05-01,24.000000,24.023333,23.526667,23.533333,23.515438,133200
2019-05-02,23.469999,23.763332,23.183332,23.506666,23.488789,39600
2019-05-03,23.526667,23.790001,23.313334,23.746668,23.728609,55200
2019-05-06,22.990000,23.850000,22.990000,23.813334,23.795225,68100
2019-05-07,23.463333,23.606667,23.036667,23.266666,23.248974,112800
2019-05-08,23.233334,23.530001,23.163334,23.410000,23.392197,78300
2019-05-09,23.170000,23.566668,22.760000,23.523333,23.505444,143700
2019-05-10,23.583332,23.660000,22.876667,23.590000,23.572060,72600
2019-05-13,23.086666,23.086666,22.416668,22.440001,22.422935,205200
2019-05-14,22.576668,23.096666,22.576668,23.059999,23.042463,45900
2019-05-15,22.780001,23.443333,22.780001,23.410000,23.392197,52800
2019-05-16,23.476667,24.143333,23.476667,24.073334,24.055027,133500
2019-05-17,23.833332,24.110001,23.676666,23.730000,23.711952,130200
2019-05-20,23.446667,23.493334,23.063334,23.240000,23.222326,51300
2019-05-21,23.506666,23.623333,23.506666,23.600000,23.582052,58500
2019-05-22,23.389999,23.796667,23.389999,23.559999,23.542084,63300
2019-05-23,23.226667,23.226667,22.806667,22.980000,22.962523,36900
2019-05-24,23.073334,23.313334,23.063334,23.209999,23.192348,55800
2019-05-28,23.306667,23.570000,23.176666,23.176666,23.159040,66900
2019-05-29,23.066668,23.080000,22.756666,22.763332,22.746021,56700
2019-05-30,22.956667,23.086666,22.956667,23.056667,23.039133,18000
2019-05-31,22.783333,23.163334,22.770000,22.876667,22.859270,291600
2019-06-03,22.893333,22.976667,21.793333,21.896667,21.880016,109200
2019-06-04,22.223333,22.806667,22.103333,22.799999,22.782661,269400
2019-06-05,23.070000,23.423332,22.866667,23.420000,23.402189,53700
2019-06-06,23.450001,23.666668,23.100000,23.606667,23.588715,150300
2019-06-07,23.600000,24.170000,23.600000,24.096666,24.078342,145800
2019-06-10,24.413334,24.966667,24.333332,24.420000,24.401430,218400
2019-06-11,24.656668,24.656668,23.670000,23.893333,23.875162,70200
2019-06-12,23.873333,24.213333,23.873333,24.213333,24.194920,105900
2019-06-13,24.173332,24.326668,24.113333,24.193333,24.174934,129600
2019-06-14,23.996668,24.129999,23.870001,24.056667,24.038372,75900
2019-06-17,24.146667,24.410000,24.146667,24.293333,24.274858,56100
2019-06-18,24.639999,24.799999,24.450001,24.456667,24.438068,119400
2019-06-19,24.666668,24.930000,24.469999,24.896667,24.877733,332400
2019-06-20,25.586666,25.586666,24.966667,25.150000,25.130875,116400
2019-06-21,25.133333,25.136667,24.709999,24.750000,24.731178,50100
2019-06-24,24.753332,24.786667,24.373333,24.443333,24.424746,95400
2019-06-25,24.423332,24.443333,23.696667,23.773333,23.755253,187500
2019-06-26,23.950001,24.196667,23.666668,23.690001,23.671986,301200
2019-06-27,23.836666,24.219999,23.836666,24.156668,24.138298,108900
2019-06-28,24.150000,24.326668,23.950001,24.293333,24.274858,46500
2019-07-01,24.940001,24.940001,24.360001,24.523333,24.504683,100200
2019-07-02,24.523333,24.796667,24.500000,24.783333,24.764486,63000
2019-07-03,24.930000,25.193333,24.930000,25.129999,25.110888,231300
2019-07-05,25.113333,25.326668,24.686666,25.326668,25.307407,660900
2019-07-08,25.230000,25.343332,25.129999,25.303333,25.284090,124500
2019-07-09,25.196667,25.646667,25.196667,25.626667,25.607180,73500
2019-07-10,25.766666,26.000000,25.686666,25.806667,25.787043,132000
